"id","name","url","address","phone","website","rating","reviews","operation_days","open_time","close_time","spend_price_min","spend_price_max","categories","lat","lng","created_at","updated_at"
92,Cafe Saham,https://www.google.com/maps/place/Cafe+Saham/data=!4m7!3m6!1s0x2e69f7355823ddf9:0xf11c41bb7b41000!8m2!3d-6.2066761!4d106.8099827!16s%2Fg%2F11j7j4zzs9!19sChIJ-d0jWDX3aS4RABC0txvEEQ8?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir No.12A 1, RT.2/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","085100065893","",4.7,27,Monday-Friday,09:00:00,20:00:00,,,Kafe,-6.2066761,106.8099827,2025-04-28 02:59:57.014 +0700,2025-04-28 02:59:57.014 +0700
94,TOMORO COFFEE - Wisma KEIAI,https://www.google.com/maps/place/TOMORO+COFFEE+-+Wisma+KEIAI/data=!4m7!3m6!1s0x2e69f5871f201fc1:0x28609bc4c1ce6200!8m2!3d-6.2059524!4d106.8216385!16s%2Fg%2F11vlbznqm8!19sChIJwR8gH4f1aS4RAGLOwcSbYCg?authuser=0&hl=id&rclk=1,"Wisma Keiai, Jl. Jenderal Sudirman No.Kav. 3, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250","","",5.0,155,,,,1000,25000,Kedai Kopi,-6.2059524,106.8216385,2025-04-28 02:59:57.032 +0700,2025-04-28 02:59:57.032 +0700
96,Upstairs Rooftop Cafe,https://www.google.com/maps/place/Upstairs+Rooftop+Cafe/data=!4m7!3m6!1s0x2e69f6b01da1257d:0xf726bb358e23514a!8m2!3d-6.2085574!4d106.8058476!16s%2Fg%2F11g9k1c_21!19sChIJfSWhHbD2aS4RSlEjjjW7Jvc?authuser=0&hl=id&rclk=1,"Jl. Danau Limboto No.45 5, RT.5/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","02129889722","",4.2,535,Everyday,07:00:00,23:30:00,,,Kafe,-6.2085574,106.8058476,2025-04-28 02:59:57.049 +0700,2025-04-28 02:59:57.049 +0700
97,COFFEE TO BREW / CTB MENTENG,https://www.google.com/maps/place/COFFEE+TO+BREW+%2F+CTB+MENTENG/data=!4m7!3m6!1s0x2e69f54c345c102f:0x62b162c818a5eccf!8m2!3d-6.1930416!4d106.8265349!16s%2Fg%2F11mtmt50s6!19sChIJLxBcNEz1aS4Rz-ylGMhisWI?authuser=0&hl=id&rclk=1,"Jl. Yusuf Adiwinata No.45, RT.8/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","082260099909","",4.5,257,Everyday,17:00:00,01:00:00,25000,50000,Kedai Kopi,-6.1930416,106.8265349,2025-04-28 02:59:57.057 +0700,2025-04-28 02:59:57.057 +0700
99,Kopi Lima Detik Benhil,https://www.google.com/maps/place/Kopi+Lima+Detik+Benhil/data=!4m7!3m6!1s0x2e69f79e416eff57:0x52d30bb73aa4a51e!8m2!3d-6.2085547!4d106.8118902!16s%2Fg%2F11ryg_3hs7!19sChIJV_9uQZ73aS4RHqWkOrcL01I?authuser=0&hl=id&rclk=1,"Grha Beta, Jl. Bendungan Hilir No.122, RT.13/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Daerah Khusus Ibukota Jakarta 10210","0811140122","",4.6,147,,,,25000,50000,Kedai Kopi,-6.2085547,106.8118902,2025-04-28 02:59:57.073 +0700,2025-04-28 02:59:57.073 +0700
100,Bacarito Kopi Benhil,https://www.google.com/maps/place/Bacarito+Kopi+Benhil/data=!4m7!3m6!1s0x2e69f7e32f5a8717:0x815f82f7744b90a7!8m2!3d-6.213086!4d106.812859!16s%2Fg%2F11mv0s4s9t!19sChIJF4daL-P3aS4Rp5BLdPeCX4E?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir No.25, RT.5/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","087774092040","",4.4,58,Everyday,11:00:00,23:00:00,50000,75000,Kafe,-6.213086,106.812859,2025-04-28 02:59:57.083 +0700,2025-04-28 02:59:57.083 +0700
101,Kopi Mandja Benhil,https://www.google.com/maps/place/Kopi+Mandja+Benhil/data=!4m7!3m6!1s0x2e69f7ec60bc48d9:0xc3d687d4ac2f9ad1!8m2!3d-6.215015!4d106.814097!16s%2Fg%2F11ks6lqgr4!19sChIJ2Ui8YOz3aS4R0ZovrNSH1sM?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir Gg. V No.8, Bend. Hilir, Kecamatan Tanah Abang, Jakarta, Daerah Khusus Ibukota Jakarta 10210","081510091816","",4.4,44,Everyday,07:00:00,21:00:00,25000,50000,Kedai Kopi,-6.215015,106.814097,2025-04-28 02:59:57.091 +0700,2025-04-28 02:59:57.091 +0700
102,Sari Cafe Bougenvillea,https://www.google.com/maps/place/Sari+Cafe+Bougenvillea/data=!4m7!3m6!1s0x2ded08b5eef3a021:0x5cec473260bc61ea!8m2!3d-6.204744!4d106.8056495!16s%2Fg%2F11bw1zckvx!19sChIJIaDz7rUI7S0R6mG8YDJH7Fw?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.7 7, RT.7/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","02157932621","",4.2,132,Everyday,10:00:00,22:00:00,,,Kafe,-6.204744,106.8056495,2025-04-28 02:59:57.099 +0700,2025-04-28 02:59:57.099 +0700
103,Kopi Bojo - Wisma GKBI,https://www.google.com/maps/place/Kopi+Bojo+-+Wisma+GKBI/data=!4m7!3m6!1s0x2e69f71da095a0f1:0x72f0efa41604a35a!8m2!3d-6.2173535!4d106.8127649!16s%2Fg%2F11fmbk5412!19sChIJ8aCVoB33aS4RWqMEFqTv8HI?authuser=0&hl=id&rclk=1,"Jl. Jend. Sudirman No.28 14, RT.14/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0212525692","",4.8,41,Monday-Friday,07:30:00,19:00:00,1000,25000,Kedai Kopi,-6.2173535,106.8127649,2025-04-28 02:59:57.108 +0700,2025-04-28 02:59:57.108 +0700
104,Goodhood Coffee + Kitchen,https://www.google.com/maps/place/Goodhood+Coffee+%2B+Kitchen/data=!4m7!3m6!1s0x2e69f6bc0682df03:0x836d0de02625cbd9!8m2!3d-6.2026106!4d106.8009915!16s%2Fg%2F11c543rl56!19sChIJA9-CBrz2aS4R2cslJuANbYM?authuser=0&hl=id&rclk=1,"Jl. Gatot Subroto No.51-52, Petamburan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10260","02122530555",http://www.instagram.com/goodhood_jkt,4.3,118,Monday-Friday,08:00:00,18:00:00,50000,75000,Kedai Kopi,-6.2026106,106.8009915,2025-04-28 02:59:57.116 +0700,2025-04-28 02:59:57.116 +0700
106,Warung Mang Enon,https://www.google.com/maps/place/Warung+Mang+Enon/data=!4m7!3m6!1s0x2e69f6afeeb5f767:0x96b985e0f503992b!8m2!3d-6.2077422!4d106.8089608!16s%2Fg%2F11c0qgzggs!19sChIJZ_e17q_2aS4RK5kD9eCFuZY?authuser=0&hl=id&rclk=1,"QRR5+WH4, Jl. Danau Limboto, RT.20/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.4,28,Everyday,00:00:00,23:59:00,,,Kafe,-6.2077422,106.8089608,2025-04-28 02:59:57.133 +0700,2025-04-28 02:59:57.133 +0700
107,Dancing Goat Coffee Co. (Sudirman),https://www.google.com/maps/place/Dancing+Goat+Coffee+Co.+%28Sudirman%29/data=!4m7!3m6!1s0x2e69f518643ea0e1:0xc7d338221ee35194!8m2!3d-6.2085129!4d106.8206565!16s%2Fg%2F11lcc5jtkw!19sChIJ4aA-ZBj1aS4RlFHjHiI408c?authuser=0&hl=id&rclk=1,"Jl. Jenderal Sudirman No.Kav. 7-8 Sudirman 7.8, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220","081818604778","",4.9,31,Monday-Saturday,07:00:00,18:00:00,50000,75000,Kedai Kopi,-6.2085129,106.8206565,2025-04-28 02:59:57.141 +0700,2025-04-28 02:59:57.141 +0700
108,Koffiedoeloe Cafe & Resto,https://www.google.com/maps/place/Koffiedoeloe+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69f6ab3b81daa7:0xf72db3c332e93080!8m2!3d-6.2166603!4d106.8139815!16s%2Fg%2F1tgn70y6!19sChIJp9qBO6v2aS4RgDDpMsOzLfc?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.1, RT.13/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,Monday-Friday: 10:00-00:00; Saturday & Sunday: 10:00-02:00,10:00:00,00:00:00,,,"Kafe, Tambahkan foto",-6.2166603,106.8139815,2025-04-28 02:59:57.151 +0700,2025-04-28 02:59:57.151 +0700
109,Handaru coffee,https://www.google.com/maps/place/Handaru+coffee/data=!4m7!3m6!1s0x2e69f71f081c59d3:0x2a692b908641ba67!8m2!3d-6.2084743!4d106.8063487!16s%2Fg%2F11fhrz0139!19sChIJ01kcCB_3aS4RZ7pBhpAraSo?authuser=0&hl=id&rclk=1,"Jl. Danau Limboto No.13A RT21/04 21, RT.21/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","087783344725","",4.7,18,Monday-Saturday,10:00:00,23:00:00,,,Kedai Kopi,-6.2084743,106.8063487,2025-04-28 02:59:57.159 +0700,2025-04-28 02:59:57.159 +0700
110,Société Jakarta,https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+Jakarta/data=!4m7!3m6!1s0x2e69f58f07396c93:0x3bc82ba3a91f42e3!8m2!3d-6.1877696!4d106.8239218!16s%2Fg%2F11vzd8yb_j!19sChIJk2w5B4_1aS4R40IfqaMryDs?authuser=0&hl=id&rclk=1,"Mall Sarinah, Jl. M.H. Thamrin No.11 Lantai Ground, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","085211606451",https://excelsociete.wixsite.com/societe,4.7,170,Monday-Thursday: 08:00-22:00; Friday & Saturday: 08:00-00:00; Sunday: 07:00-22:00,08:00:00,22:00:00,,,Kedai Kopi,-6.1877696,106.8239218,2025-04-28 02:59:57.167 +0700,2025-04-28 02:59:57.167 +0700
111,"127 Cafe - Kosenda Hotel",https://www.google.com/maps/place/127+Cafe+-+Kosenda+Hotel/data=!4m7!3m6!1s0x2e69f42623704df3:0x76ec33e1d782c72d!8m2!3d-6.1873263!4d106.8217339!16s%2Fg%2F1yh5t8y5p!19sChIJ801wIyb0aS4RLceC1-Ez7HY?authuser=0&hl=id&rclk=1,"Jl. K.H. Wahid Hasyim No.127, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240","02131922988",https://www.kosendahotel.com/,4.5,180,Everyday,07:00:00,22:00:00,,,Kafe,-6.1873263,106.8217339,2025-04-28 02:59:57.175 +0700,2025-04-28 02:59:57.175 +0700
112,Ngoepilah Benhil,https://www.google.com/maps/place/Ngoepilah+Benhil/data=!4m7!3m6!1s0x2e69f7723f9dd42d:0x31ef1c8bf40debb9!8m2!3d-6.2093472!4d106.8105264!16s%2Fg%2F11h4tclh1b!19sChIJLdSdP3L3aS4RuesN9Isc7zE?authuser=0&hl=id&rclk=1,"No.F3/86, Jl. Danau Toba No.8 8, RT.10/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","",https://ngoepilah.wixsite.com/mysite,4.7,11,Monday-Friday: 08:00-22:00; Saturday: 11:00-22:00; Sunday: 08:00-14:00,08:00:00,22:00:00,,,Kedai Kopi,-6.2093472,106.8105264,2025-04-28 02:59:57.185 +0700,2025-04-28 02:59:57.185 +0700
113,Dapoer Benhil,https://www.google.com/maps/place/Dapoer+Benhil/data=!4m7!3m6!1s0x2e69f76dca74c879:0xdf92083513456488!8m2!3d-6.2152071!4d106.8134269!16s%2Fg%2F11fn6mdgsl!19sChIJech0ym33aS4RiGRFEzUIkt8?authuser=0&hl=id&rclk=1,"Jl. Bend. Jatiluhur No.15 5, RT.5/RW.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","085162863776",https://www.dapoerbenhil.com/,4.6,152,Monday-Friday: 08:00-22:00; Saturday: 09:00-16:00,08:00:00,22:00:00,25000,50000,Restoran,-6.2152071,106.8134269,2025-04-28 02:59:57.193 +0700,2025-04-28 02:59:57.193 +0700
114,JLo Coffee - Bendungan Hilir,https://www.google.com/maps/place/JLo+Coffee+-+Bendungan+Hilir/data=!4m7!3m6!1s0x2e69f7b06b03dd8f:0x17c9317aa888b7d3!8m2!3d-6.2051194!4d106.8097359!16s%2Fg%2F11pckfllz7!19sChIJj90Da7D3aS4R07eIqHoxyRc?authuser=0&hl=id&rclk=1,"Jl. Penjernihan II No.10, RT.11/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0819673388","",5.0,6,Monday-Friday: 09:00-19:00; Saturday: 12:00-17:00,09:00:00,19:00:00,,,Kedai Kopi,-6.2051194,106.8097359,2025-04-28 02:59:57.201 +0700,2025-04-28 02:59:57.201 +0700
115,Jakarta Coffee House,https://www.google.com/maps/place/Jakarta+Coffee+House/data=!4m7!3m6!1s0x2e69f5d591610d19:0x7f37cce715dd5aab!8m2!3d-6.1874684!4d106.8280288!16s%2Fg%2F11h8bj2cnj!19sChIJGQ1hkdX1aS4Rq1rdFefMN38?authuser=0&hl=id&rclk=1,"Jl. K.H. Wahid Hasyim No.59 4, RT.1/RW.3, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","085736277859","",4.5,580,Everyday,06:00:00,00:00:00,25000,50000,Kafe,-6.1874684,106.8280288,2025-04-28 02:59:57.210 +0700,2025-04-28 02:59:57.210 +0700
116,TOMORO COFFEE - Thamrin City,https://www.google.com/maps/place/TOMORO+COFFEE+-+Thamrin+City/data=!4m7!3m6!1s0x2e69f755ca933463:0x59d5b195b843ecbc!8m2!3d-6.1945728!4d106.8177746!16s%2Fg%2F11svpws4sd!19sChIJYzSTylX3aS4RvOxDuJWx1Vk?authuser=0&hl=id&rclk=1,"Jl. Kebon Melati 1 Lantai Dasar 1, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230","","",4.9,330,Everyday,07:00:00,21:00:00,25000,50000,Kedai Kopi,-6.1945728,106.8177746,2025-04-28 02:59:57.221 +0700,2025-04-28 02:59:57.221 +0700
117,The Atjeh Connection Neo Sabang,https://www.google.com/maps/place/The+Atjeh+Connection+Neo+Sabang/data=!4m7!3m6!1s0x2e69f52f0335497f:0x67cceca7f8063ccd!8m2!3d-6.1858015!4d106.8249537!16s%2Fg%2F11by_dzszt!19sChIJf0k1Ay_1aS4RzTwG-KfszGc?authuser=0&hl=id&rclk=1,"Jl. H. Agus Salim No.38, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","0213107425",https://www.instagram.com/the_atjehconnection/,4.3,1344,Everyday,00:00:00,23:59:00,50000,75000,Restoran,-6.1858015,106.8249537,2025-04-28 02:59:57.229 +0700,2025-04-28 02:59:57.229 +0700
118,Kopi Kedai Benhil Hulu,https://www.google.com/maps/place/Kopi+Kedai+Benhil+Hulu/data=!4m7!3m6!1s0x2e69f720ea90e31d:0xa1b3585af1a3dd5d!8m2!3d-6.2077431!4d106.8055905!16s%2Fg%2F11hk9v686g!19sChIJHeOQ6iD3aS4RXd2j8VpYs6E?authuser=0&hl=id&rclk=1,"Jl. Danau Limboto Blok CI No.2, RT.11/RW.5, Bendungan Hilir, Tanah Abang, Central Jakarta City, Jakarta 10210","","",4.6,97,Monday-Thursday: 11:00-23:00; Friday: 11:00-23:30; Saturday: 11:00-23:59; Sunday: 11:00-23:00,11:00:00,23:00:00,25000,50000,Kedai Kopi,-6.2077431,106.8055905,2025-04-28 02:59:57.237 +0700,2025-04-28 02:59:57.237 +0700
119,MOR Cafe Sahid Sudirman Centre,https://www.google.com/maps/place/MOR+Cafe+Sahid+Sudirman+Centre/data=!4m7!3m6!1s0x2e69f5c7097b6967:0xe175c33e50a8ab99!8m2!3d-6.2102689!4d106.8192251!16s%2Fg%2F11vhfzwfjj!19sChIJZ2l7Ccf1aS4RmauoUD7DdeE?authuser=0&hl=id&rclk=1,"Jl. Jenderal Sudirman No.86, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250","0800107777","",5.0,22,,,,,,Kafe,-6.2102689,106.8192251,2025-04-28 02:59:57.246 +0700,2025-04-28 02:59:57.246 +0700
120,PAUL LE CAFÉ SENAYAN PARK,https://www.google.com/maps/place/PAUL+LE+CAF%C3%89+SENAYAN+PARK/data=!4m7!3m6!1s0x2e69f7d7f45578f3:0x8c16c03b5a7067b1!8m2!3d-6.212342!4d106.8035523!16s%2Fg%2F11v42f2xs4!19sChIJ83hV9Nf3aS4RsWdwWjvAFow?authuser=0&hl=id&rclk=1,"Jl. Gerbang Pemuda, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta","081222511689","",4.8,138,Monday-Friday: 10:00-22:00; Saturday & Sunday: 08:00-22:00,10:00:00,22:00:00,,,Kedai Kopi,-6.212342,106.8035523,2025-04-28 02:59:57.254 +0700,2025-04-28 02:59:57.254 +0700
121,Berbagi Coffee,https://www.google.com/maps/place/Berbagi+Coffee/data=!4m7!3m6!1s0x2e69f55bb5d83069:0x1346d4377704d58e!8m2!3d-6.2046431!4d106.8191088!16s%2Fg%2F11whmj416t!19sChIJaTDYtVv1aS4RjtUEdzfURhM?authuser=0&hl=id&rclk=1,"Jl. H Abdul Jalil, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Jakarta, Daerah Khusus Ibukota Jakarta 10220","082193102724",https://www.instagram.com/berbagi.official?igsh=ODlpOXY2aGoyZXV6,5.0,12,Monday-Saturday,06:00:00,21:00:00,,,Kedai Kopi,-6.2046431,106.8191088,2025-04-28 02:59:57.263 +0700,2025-04-28 02:59:57.263 +0700
122,Bistro Kafe Indonesia,https://www.google.com/maps/place/Bistro+Kafe+Indonesia/data=!4m7!3m6!1s0x2e69f6a950ec2725:0x3dceaa27a8b52661!8m2!3d-6.212132!4d106.812561!16s%2Fg%2F11dzdf9d4f!19sChIJJSfsUKn2aS4RYSa1qCeqzj0?authuser=0&hl=id&rclk=1,"Jl. Bendungan Hilir No.80, RT.5/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0811878794","",4.9,17,Everyday,00:00:00,23:59:00,,,Konsultan makanan dan minuman,-6.212132,106.812561,2025-04-28 02:59:57.289 +0700,2025-04-28 02:59:57.289 +0700
123,Arborea Café,https://www.google.com/maps/place/Arborea+Caf%C3%A9/data=!4m7!3m6!1s0x2e69f73c340f21e9:0x1f87f3952574f5e2!8m2!3d-6.2061919!4d106.8013884!16s%2Fg%2F11g2pr4l7t!19sChIJ6SEPNDz3aS4R4vV0JZXzhx8?authuser=0&hl=id&rclk=1,"Manggala Wanabakti complex, Jl. Gatot Subroto No.1, RT.1/RW.3, Gelora, Tanah Abang, Central Jakarta City, Jakarta 10270","08983535476",https://www.instagram.com/arboreacafe/?hl=en,4.5,3428,Monday-Friday: 08:00-21:00; Saturday & Sunday: 11:00-21:00,08:00:00,21:00:00,25000,50000,Kafe,-6.2061919,106.8013884,2025-04-28 02:59:57.298 +0700,2025-04-28 02:59:57.298 +0700
124,Pan Cafe,https://www.google.com/maps/place/Pan+Cafe/data=!4m7!3m6!1s0x2e69f5f1e99a3645:0xadfa8e5388725c9f!8m2!3d-6.2014685!4d106.823479!16s%2Fg%2F11krkh1qty!19sChIJRTaa6fH1aS4Rn1xyiFOO-q0?authuser=0&hl=id&rclk=1,"Jl. Blora No.31, RT.2/RW.6, Dukuh Atas, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","085880121098",https://pancafe.id/,4.3,257,Everyday,07:00:00,22:00:00,,,Kedai Kopi,-6.2014685,106.823479,2025-04-28 02:59:57.306 +0700,2025-04-28 02:59:57.306 +0700
125,TOMORO COFFEE - Sabang,https://www.google.com/maps/place/TOMORO+COFFEE+-+Sabang/data=!4m7!3m6!1s0x2e69f58f10d85483:0xc8512137506dbe5e!8m2!3d-6.1861238!4d106.8249791!16s%2Fg%2F11sb6nrpmp!19sChIJg1TYEI_1aS4RXr5tUDchUcg?authuser=0&hl=id&rclk=1,"Jl. H. Agus Salim No.62, RT.8/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","081119201071",http://www.tomoro-coffee.id/,4.9,1084,Everyday,07:00:00,21:00:00,1000,25000,Kedai Kopi,-6.1861238,106.8249791,2025-04-28 02:59:57.314 +0700,2025-04-28 02:59:57.314 +0700
127,KOPI ENAK INDO,https://www.google.com/maps/place/KOPI+ENAK+INDO/data=!4m7!3m6!1s0x2e69f6a929b79c4f:0x7f1917231010e100!8m2!3d-6.2144412!4d106.8133075!16s%2Fg%2F11f275lvd6!19sChIJT5y3Kan2aS4RAOEQECMXGX8?authuser=0&hl=id&rclk=1,"Jl. Bend. Hilir Gg. 3 No.11, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","08111514475","",4.6,552,Everyday,06:00:00,23:00:00,25000,50000,Kedai Kopi,-6.2144412,106.8133075,2025-04-28 02:59:57.334 +0700,2025-04-28 02:59:57.334 +0700
128,Srawung Sari Cafe & Resto Jakarta,https://www.google.com/maps/place/Srawung+Sari+Cafe+%26+Resto+Jakarta/data=!4m7!3m6!1s0x2e69f7b01aa68185:0x2b711d943f46a3bc!8m2!3d-6.2042526!4d106.8052471!16s%2Fg%2F11t86tzl66!19sChIJhYGmGrD3aS4RvKNGP5QdcSs?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0811153526","",4.2,42,Everyday,09:00:00,00:00:00,50000,75000,Restoran,-6.2042526,106.8052471,2025-04-28 02:59:57.342 +0700,2025-04-28 02:59:57.342 +0700
129,Aisy Freshdrink halte#3,https://www.google.com/maps/place/Aisy+Freshdrink+halte%233/data=!4m7!3m6!1s0x2e69f73e1f10dc7d:0x3847897fabcc9125!8m2!3d-6.203341!4d106.8027326!16s%2Fg%2F11jzg0mh4m!19sChIJfdwQHz73aS4RJZHMq3-JRzg?authuser=0&hl=id&rclk=1,"Jl. Pejompongan Raya No.5, RT.2/RW.6, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",5.0,1,,,,,,Kedai Kopi,-6.203341,106.8027326,2025-04-28 02:59:57.352 +0700,2025-04-28 02:59:57.352 +0700
130,SYALA'GUNDI CAFE,https://www.google.com/maps/place/SYALA%27GUNDI+CAFE/data=!4m7!3m6!1s0x2e69f6a543cb2f2d:0x9c877a2a7d7d0ee1!8m2!3d-6.206447!4d106.809114!16s%2Fg%2F11c6_zgn1q!19sChIJLS_LQ6X2aS4R4Q59fSp6h5w?authuser=0&hl=id&rclk=1,"Jl. D. Tondano No.1, RT.13/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","0215744890","",4.5,2,Everyday,07:00:00,23:00:00,,,Kafe,-6.206447,106.809114,2025-04-28 02:59:57.360 +0700,2025-04-28 02:59:57.360 +0700
131,BADAI CAFE,https://www.google.com/maps/place/BADAI+CAFE/data=!4m7!3m6!1s0x2e69f7ddbb1ddee1:0x2d805275121e2863!8m2!3d-6.2011472!4d106.8085403!16s%2Fg%2F11rdc2b6n0!19sChIJ4d4du933aS4RYygeEnVSgC0?authuser=0&hl=id&rclk=1,"Jl. Penjernihan 1 No.50, RW.8, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","08999218459","",5.0,2,Everyday,07:00:00,00:00:00,,,Kedai Kopi,-6.2011472,106.8085403,2025-04-28 02:59:57.422 +0700,2025-04-28 02:59:57.422 +0700
133,Yadibucks,https://www.google.com/maps/place/Yadibucks/data=!4m7!3m6!1s0x2e69f4246acd803f:0xcca003543fd3aa16!8m2!3d-6.1906238!4d106.8253113!16s%2Fg%2F11h9xs8wr5!19sChIJP4DNaiT0aS4RFqrTP1QDoMw?authuser=0&hl=id&rclk=1,"Jl. H. Agus Salim No.77 4, RT.4/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","","",4.6,5,Monday-Friday: 06:00-18:00; Saturday: 06:00-16:00,06:00:00,18:00:00,,,Kafe,-6.1906238,106.8253113,2025-04-28 02:59:57.438 +0700,2025-04-28 02:59:57.438 +0700
134,The Gade Coffee & Gold BRI Center Park,https://www.google.com/maps/place/The+Gade+Coffee+%26+Gold+BRI+Center+Park/data=!4m7!3m6!1s0x2e69f7d86efc1617:0x30bad3c0b7a4990b!8m2!3d-6.2166277!4d106.8133298!16s%2Fg%2F11jxr9dzhd!19sChIJFxb8btj3aS4RC5mkt8DTujA?authuser=0&hl=id&rclk=1,"RT.14/RW.1, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","","",4.6,14,Monday-Friday: 07:00-20:00; Saturday: 08:00-16:00,07:00:00,20:00:00,25000,50000,Kedai Kopi,-6.2166277,106.8133298,2025-04-28 02:59:57.446 +0700,2025-04-28 02:59:57.446 +0700
135,Dapur Kito,https://www.google.com/maps/place/Dapur+Kito/data=!4m7!3m6!1s0x2e69f6bb1bc3f603:0xbdb009e3e35b5185!8m2!3d-6.2047543!4d106.8041753!16s%2Fg%2F11gfjb91x8!19sChIJA_bDG7v2aS4RhVFb4-MJsL0?authuser=0&hl=id&rclk=1,"Jl. Pejompongan IIIA No.8 3, RT.3/RW.5, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","087863060892","",4.2,494,Everyday,08:00:00,20:00:00,,,Restoran,-6.2047543,106.8041753,2025-04-28 02:59:57.456 +0700,2025-04-28 02:59:57.456 +0700
